epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,1467.73,1.34016,1.59587,1.26381,1.51346,0.53676,0.5743,0.51498,0.24729,0.40351,0.48594,0.33081,0.10017,1.47932,1.02453,2.58952,1.22218,0.00187754,0.00187754,0.00187754
18,1553.01,1.32539,1.59153,1.24911,1.51099,0.54966,0.63724,0.55436,0.2402,0.46982,0.54806,0.38209,0.10028,1.51454,1.0381,3.46609,1.24931,0.00186213,0.00186213,0.00186213
19,1638.91,1.30999,1.58571,1.22399,1.49775,0.57715,0.61943,0.5876,0.3013,0.53311,0.5743,0.42424,0.12429,1.41003,1.01418,3.79162,1.20808,0.00184588,0.00184588,0.00184588
20,1724.85,1.29434,1.57579,1.22779,1.48413,0.62892,0.55422,0.55094,0.26954,0.505,0.56627,0.39889,0.10571,1.41488,1.02122,3.01152,1.17709,0.00182881,0.00182881,0.00182881
21,1810.35,1.24455,1.53114,1.1844,1.45564,0.61848,0.59839,0.55605,0.29926,0.52658,0.54497,0.39771,0.12474,1.32186,1.01884,2.88399,1.14411,0.00181093,0.00181093,0.00181093
22,1895.9,1.25978,1.54836,1.16498,1.4641,0.65562,0.60241,0.61521,0.31125,0.5911,0.54618,0.46607,0.13653,1.40226,1.04008,2.97213,1.1823,0.00179225,0.00179225,0.00179225
23,1981.78,1.23726,1.55469,1.17869,1.44131,0.64621,0.61446,0.6153,0.33513,0.52207,0.56225,0.41617,0.1179,1.25186,1.02448,3.91488,1.06519,0.00177281,0.00177281,0.00177281
24,2067.52,1.21881,1.57433,1.13961,1.42821,0.67959,0.57831,0.59732,0.33937,0.56551,0.52794,0.45155,0.14051,1.26923,1.00691,3.48185,1.11344,0.00175261,0.00175261,0.00175261
25,2153.58,1.20679,1.5773,1.12066,1.40776,0.66389,0.63052,0.58634,0.30654,0.57931,0.5502,0.43306,0.11462,1.24221,1.048,4.2043,1.07207,0.00173168,0.00173168,0.00173168
26,2239.37,1.20701,1.53543,1.12293,1.41149,0.5987,0.64659,0.61622,0.34736,0.59639,0.5502,0.47928,0.14784,1.19042,1.01041,4.0594,1.07672,0.00171004,0.00171004,0.00171004
27,2325.27,1.19493,1.55468,1.10784,1.40205,0.66741,0.66667,0.66839,0.39666,0.59681,0.59438,0.49252,0.15397,1.1558,1.01795,4.04279,1.05627,0.0016877,0.0016877,0.0016877
28,2411.14,1.17117,1.53368,1.08792,1.38923,0.67175,0.65863,0.63679,0.37635,0.57754,0.56627,0.4616,0.14619,1.1585,1.00214,2.36785,1.07312,0.0016647,0.0016647,0.0016647
29,2496.6,1.17107,1.53718,1.09461,1.39278,0.73108,0.66265,0.68828,0.41027,0.6336,0.5743,0.51318,0.17197,1.12784,0.98422,3.143,1.02456,0.00164105,0.00164105,0.00164105
30,2582.35,1.14816,1.51137,1.07252,1.3777,0.76849,0.60643,0.68248,0.38121,0.60297,0.52453,0.45186,0.13116,1.20268,1.01722,3.30833,1.05005,0.00161678,0.00161678,0.00161678
31,2667.88,1.14815,1.5421,1.04759,1.37139,0.72446,0.67068,0.68798,0.42755,0.6428,0.59438,0.51116,0.16199,1.10002,1.00634,2.31191,1.02308,0.00159191,0.00159191,0.00159191
32,2753.52,1.13986,1.53577,1.04087,1.35947,0.72103,0.69076,0.70962,0.46321,0.63873,0.61773,0.54701,0.18325,1.04721,0.9699,2.06694,0.98173,0.00156646,0.00156646,0.00156646
33,2838.69,1.16128,1.53415,1.06568,1.3696,0.71828,0.66265,0.7005,0.45103,0.62808,0.60241,0.53826,0.17298,1.07316,0.99366,2.18264,1.01976,0.00154047,0.00154047,0.00154047
34,2924.4,1.13453,1.53286,1.0289,1.35188,0.7317,0.68273,0.70767,0.45051,0.64417,0.55823,0.51982,0.1588,1.07925,1.02447,3.10861,0.99168,0.00151395,0.00151395,0.00151395
35,3010.1,1.11775,1.5081,1.03782,1.35064,0.71152,0.65462,0.67496,0.44381,0.59971,0.57028,0.51843,0.16131,1.02879,0.99048,3.24988,1.00509,0.00148694,0.00148694,0.00148694
36,3095.72,1.11535,1.51038,1.01651,1.351,0.71541,0.68651,0.69267,0.45234,0.59902,0.5743,0.47269,0.14764,1.05518,1.0062,3.12768,1.00377,0.00145945,0.00145945,0.00145945
37,3181.46,1.11744,1.49717,1.00751,1.33735,0.7952,0.63933,0.70409,0.44949,0.71321,0.59438,0.57155,0.18166,1.05731,0.98882,2.23798,0.96821,0.00143152,0.00143152,0.00143152
38,3266.97,1.09378,1.48434,1.01425,1.33419,0.71838,0.70281,0.69722,0.44889,0.64415,0.63052,0.54753,0.18159,1.05819,0.98374,2.60441,0.96526,0.00140318,0.00140318,0.00140318
39,3352.64,1.09458,1.50656,1.01456,1.3308,0.77178,0.65863,0.7178,0.48373,0.67352,0.5743,0.54819,0.18076,0.98884,1.00806,2.71951,0.96608,0.00137444,0.00137444,0.00137444
40,3437.89,1.08703,1.50735,0.98421,1.32846,0.77094,0.7299,0.74311,0.497,0.68944,0.65085,0.58462,0.18408,1.00586,0.99738,2.31609,0.96323,0.00134535,0.00134535,0.00134535
41,3523.24,1.06941,1.50867,0.97499,1.31356,0.78208,0.72064,0.72359,0.46641,0.69096,0.63752,0.55596,0.18529,1.02757,0.99722,2.59106,0.9524,0.00131593,0.00131593,0.00131593
42,3609,1.07963,1.52582,0.98133,1.32552,0.75652,0.71486,0.72306,0.48775,0.66267,0.61044,0.5554,0.18144,0.99604,0.99495,2.65853,0.93632,0.0012862,0.0012862,0.0012862
43,3694.32,1.05291,1.49476,0.95993,1.30082,0.77103,0.68273,0.70668,0.48481,0.66214,0.59036,0.52412,0.17368,0.932,0.9862,1.96488,0.93593,0.0012562,0.0012562,0.0012562
44,3779.42,1.04684,1.48236,0.96207,1.29594,0.7864,0.69494,0.73193,0.49281,0.71581,0.5867,0.5891,0.18717,1.00662,0.99458,2.10252,0.93504,0.00122596,0.00122596,0.00122596
45,3864.85,1.05035,1.49239,0.96704,1.2967,0.819,0.71486,0.74566,0.51476,0.7384,0.60643,0.57931,0.18608,0.92695,0.99841,2.07328,0.9281,0.00119551,0.00119551,0.00119551
46,3950.42,1.05073,1.4855,0.95329,1.30185,0.80419,0.72691,0.74298,0.50212,0.69488,0.60643,0.56339,0.18605,0.97125,0.98772,2.31443,0.9267,0.00116487,0.00116487,0.00116487
47,4036.05,1.03779,1.48713,0.92785,1.28882,0.78989,0.69478,0.72768,0.50407,0.68441,0.60241,0.54918,0.18507,0.94064,0.97671,2.19756,0.93943,0.00113408,0.00113408,0.00113408
48,4121.86,1.03002,1.48946,0.92097,1.29191,0.78411,0.69478,0.7412,0.51229,0.67437,0.55823,0.51501,0.17053,0.92996,1.02095,1.96931,0.90761,0.00110317,0.00110317,0.00110317
49,4207.52,1.03762,1.47759,0.91421,1.29281,0.76862,0.74707,0.74822,0.52728,0.71325,0.5694,0.57047,0.18618,0.91185,0.98919,1.95559,0.89779,0.00107216,0.00107216,0.00107216
50,4293.07,1.01619,1.48019,0.9129,1.27503,0.78243,0.72213,0.76279,0.53735,0.66035,0.64808,0.57959,0.18667,0.90673,0.98711,1.83645,0.90849,0.0010411,0.0010411,0.0010411
51,4377.8,1.01792,1.4679,0.91199,1.27635,0.81613,0.73088,0.77133,0.55318,0.71713,0.63855,0.58958,0.20191,0.87892,0.96187,2.25176,0.89661,0.00101,0.00101,0.00101
52,4462.33,1.01663,1.46701,0.906,1.27299,0.80982,0.73494,0.76185,0.53558,0.67269,0.64659,0.57153,0.18816,0.92515,0.97607,2.0541,0.91693,0.000978903,0.000978903,0.000978903
53,4546.69,1.00949,1.46151,0.89695,1.27331,0.77079,0.70281,0.75828,0.54732,0.70822,0.57028,0.57092,0.18877,0.90847,0.97933,1.70942,0.90465,0.000947837,0.000947837,0.000947837
54,4631.02,1.01198,1.48042,0.90729,1.27181,0.79733,0.70281,0.75986,0.52843,0.69425,0.61044,0.59282,0.19189,0.93172,1.00261,1.78344,0.90831,0.000916833,0.000916833,0.000916833
55,4715.83,0.99404,1.45662,0.89053,1.24921,0.7679,0.68675,0.74152,0.53107,0.65167,0.5743,0.54997,0.17727,0.90116,0.98817,1.76435,0.91236,0.00088592,0.00088592,0.00088592
56,4800.29,0.99478,1.46928,0.88947,1.26094,0.81672,0.71888,0.77096,0.55121,0.73808,0.62244,0.60189,0.19233,0.89374,0.98,1.82412,0.89887,0.00085513,0.00085513,0.00085513
57,4885.02,0.9837,1.47081,0.88073,1.25801,0.83368,0.73494,0.78654,0.56354,0.72773,0.67627,0.64161,0.20904,0.87399,0.9862,1.61403,0.88419,0.000824492,0.000824492,0.000824492
58,4969.24,0.97623,1.45519,0.87383,1.24755,0.84505,0.6747,0.7555,0.55378,0.75451,0.60241,0.60343,0.19801,0.88206,0.98739,1.62108,0.87782,0.000794038,0.000794038,0.000794038
59,5053.8,0.99338,1.49261,0.89386,1.25808,0.82173,0.72691,0.76981,0.54968,0.72185,0.63855,0.59005,0.20483,0.88866,0.98373,1.5485,0.89857,0.000763797,0.000763797,0.000763797
60,5138.24,0.9793,1.45534,0.87261,1.2519,0.82076,0.71722,0.77958,0.5516,0.70679,0.61957,0.60076,0.20648,0.86184,0.96698,1.76185,0.88011,0.000733799,0.000733799,0.000733799
61,5222.77,0.97796,1.46417,0.86987,1.25271,0.8433,0.74297,0.79722,0.55517,0.72322,0.62249,0.57813,0.19486,0.89338,0.97904,1.51644,0.89713,0.000704073,0.000704073,0.000704073
62,5306.97,0.97197,1.45872,0.84861,1.23996,0.83641,0.72289,0.78892,0.55838,0.73154,0.63472,0.62949,0.21098,0.86347,0.97306,1.61686,0.88893,0.000674649,0.000674649,0.000674649
63,5391.42,0.96312,1.45194,0.84484,1.23861,0.84864,0.73896,0.79158,0.56518,0.7244,0.63052,0.60716,0.20908,0.88199,0.97871,1.46656,0.88845,0.000645557,0.000645557,0.000645557
64,5475.73,0.955,1.45239,0.84583,1.23351,0.83046,0.71888,0.77877,0.57187,0.7365,0.62861,0.62452,0.20927,0.84117,0.97084,1.57443,0.87586,0.000616824,0.000616824,0.000616824
65,5560.21,0.9458,1.44866,0.83046,1.23551,0.82165,0.6988,0.78326,0.57035,0.71358,0.61847,0.6216,0.21006,0.84824,0.96797,1.34643,0.87988,0.000588479,0.000588479,0.000588479
66,5644.93,0.94337,1.45045,0.83452,1.23061,0.83498,0.71121,0.78351,0.58518,0.73763,0.58714,0.59544,0.19898,0.83616,0.97593,1.40903,0.86205,0.000560549,0.000560549,0.000560549
67,5729.29,0.94941,1.44978,0.83113,1.23177,0.78657,0.76305,0.78717,0.57476,0.72646,0.63855,0.63164,0.20995,0.85335,0.97226,1.51769,0.88009,0.000533064,0.000533064,0.000533064
68,5814.04,0.95004,1.4565,0.83214,1.22129,0.79469,0.74614,0.77854,0.5657,0.69807,0.64659,0.61894,0.20955,0.84611,0.97672,1.24778,0.87577,0.000506049,0.000506049,0.000506049
69,5898.57,0.94051,1.43093,0.82575,1.22598,0.82601,0.74297,0.78748,0.57749,0.74599,0.6506,0.63552,0.21588,0.84214,0.97507,1.49614,0.87533,0.000479531,0.000479531,0.000479531
70,5983.11,0.93642,1.4317,0.82281,1.22242,0.82092,0.75483,0.78973,0.57796,0.71173,0.62249,0.59282,0.2069,0.83212,0.98837,1.36114,0.86129,0.000453537,0.000453537,0.000453537
71,6067.41,0.94019,1.44865,0.83619,1.22382,0.79945,0.76846,0.79278,0.58989,0.69165,0.66265,0.61855,0.21037,0.81768,0.98406,1.5795,0.86563,0.000428093,0.000428093,0.000428093
72,6151.92,0.92623,1.41688,0.8186,1.22131,0.79635,0.75904,0.78666,0.5738,0.77052,0.59335,0.61338,0.20655,0.84174,0.98261,1.38054,0.87537,0.000403222,0.000403222,0.000403222
73,6236.24,0.92423,1.43191,0.81659,1.22736,0.80172,0.76707,0.79454,0.58655,0.77562,0.62249,0.63135,0.21704,0.81159,0.97872,1.28286,0.8649,0.00037895,0.00037895,0.00037895
74,6320.71,0.92351,1.41739,0.82362,1.21979,0.78852,0.76367,0.78821,0.59068,0.74968,0.60241,0.60635,0.21615,0.82974,0.98093,1.34924,0.87488,0.000355301,0.000355301,0.000355301
75,6405.05,0.90939,1.44035,0.81478,1.21232,0.81996,0.72691,0.78301,0.57815,0.7032,0.63855,0.61642,0.21557,0.80998,0.97526,1.33917,0.86827,0.000332298,0.000332298,0.000332298
76,6489.49,0.91067,1.42793,0.80375,1.20906,0.8161,0.74699,0.78496,0.5706,0.72288,0.64257,0.63149,0.21358,0.82791,0.98353,1.22247,0.87188,0.000309964,0.000309964,0.000309964
77,6574.03,0.91326,1.44502,0.80103,1.20988,0.82115,0.73896,0.78381,0.59006,0.72232,0.6477,0.63049,0.21679,0.8172,0.97914,1.26646,0.8628,0.000288321,0.000288321,0.000288321
78,6658.75,0.91484,1.42712,0.8169,1.21145,0.83281,0.7602,0.78861,0.58876,0.72231,0.64659,0.62629,0.21438,0.79579,0.97074,1.36395,0.85496,0.00026739,0.00026739,0.00026739
79,6743,0.8987,1.42586,0.78629,1.19761,0.8216,0.72134,0.78435,0.58337,0.68773,0.64257,0.62575,0.21361,0.81308,0.97321,1.34321,0.86094,0.000247192,0.000247192,0.000247192
80,6827.41,0.90488,1.42431,0.79685,1.20887,0.81454,0.77108,0.79158,0.58349,0.6953,0.66265,0.62484,0.2093,0.80443,0.98335,1.24959,0.86085,0.000227747,0.000227747,0.000227747
81,6911.77,0.90289,1.39704,0.78618,1.21077,0.83619,0.71888,0.78874,0.58562,0.73443,0.62651,0.62937,0.2173,0.80358,0.9744,1.1875,0.85906,0.000209073,0.000209073,0.000209073
82,6996.08,0.89876,1.41609,0.78643,1.20661,0.80629,0.76897,0.79413,0.59199,0.70128,0.63052,0.60179,0.20946,0.79576,0.98699,1.18398,0.85009,0.00019119,0.00019119,0.00019119
83,7080.44,0.88855,1.42047,0.78275,1.19402,0.80257,0.76731,0.79619,0.59255,0.68684,0.63855,0.59196,0.21079,0.78995,0.98706,1.28327,0.85512,0.000174115,0.000174115,0.000174115
84,7164.86,0.90435,1.42181,0.79286,1.21135,0.82399,0.77085,0.79333,0.58181,0.69692,0.65568,0.59359,0.20608,0.80792,0.98216,1.27707,0.86146,0.000157865,0.000157865,0.000157865
85,7249.17,0.89598,1.44181,0.77917,1.19506,0.8308,0.74935,0.78677,0.58108,0.73385,0.66265,0.62581,0.21207,0.8043,0.97987,1.19838,0.8568,0.000142456,0.000142456,0.000142456
86,7333.51,0.88969,1.39965,0.78444,1.20328,0.84708,0.74699,0.79543,0.59411,0.72265,0.64257,0.61911,0.21372,0.79719,0.98484,1.23536,0.85279,0.000127904,0.000127904,0.000127904
87,7417.99,0.89197,1.39717,0.78803,1.20246,0.83113,0.7511,0.78728,0.58977,0.70643,0.65715,0.60235,0.20795,0.79904,0.99019,1.26407,0.8548,0.000114221,0.000114221,0.000114221
88,7502.41,0.88321,1.41437,0.76693,1.19484,0.84941,0.74755,0.79805,0.59663,0.71459,0.65863,0.61671,0.21067,0.78556,0.98934,1.20505,0.84757,0.000101423,0.000101423,0.000101423
89,7586.59,0.89171,1.42409,0.79096,1.20641,0.85734,0.77234,0.80218,0.59573,0.73388,0.66667,0.62568,0.21469,0.79789,0.98411,1.16598,0.85013,8.95213e-05,8.95213e-05,8.95213e-05
90,7671.19,0.8599,1.39664,0.75833,1.17632,0.86537,0.74863,0.8014,0.59268,0.75884,0.65712,0.63307,0.21943,0.79108,0.98699,1.1102,0.84892,7.8528e-05,7.8528e-05,7.8528e-05
91,7780.61,0.80364,1.06732,0.80463,1.22593,0.86663,0.75679,0.80243,0.60163,0.75182,0.65462,0.6241,0.21314,0.8001,0.98566,1.18789,0.86471,6.8454e-05,6.8454e-05,6.8454e-05
92,7864.82,0.78626,1.06364,0.79033,1.21598,0.85323,0.7471,0.80584,0.61031,0.74453,0.64257,0.6186,0.2132,0.80579,0.98429,1.14222,0.86258,5.93093e-05,5.93093e-05,5.93093e-05
93,7948.5,0.79178,1.05442,0.78909,1.22567,0.85159,0.74297,0.80649,0.60909,0.74469,0.64426,0.63543,0.21802,0.79164,0.98053,1.13711,0.85647,5.11027e-05,5.11027e-05,5.11027e-05
94,8032.09,0.78192,1.06575,0.79186,1.21882,0.85536,0.74699,0.80657,0.60531,0.77026,0.64659,0.63798,0.21361,0.79558,0.98403,1.1479,0.85531,4.38424e-05,4.38424e-05,4.38424e-05
95,8115.73,0.78082,1.05881,0.78461,1.21572,0.8454,0.75904,0.80571,0.6028,0.75275,0.6506,0.65191,0.21828,0.79438,0.97894,1.15943,0.84895,3.75356e-05,3.75356e-05,3.75356e-05
96,8199.13,0.77293,1.06287,0.7722,1.21559,0.84656,0.75336,0.80781,0.60637,0.74135,0.65614,0.64091,0.21895,0.79264,0.97956,1.18114,0.85072,3.21885e-05,3.21885e-05,3.21885e-05
97,8282.77,0.76468,1.05113,0.77248,1.20324,0.85422,0.77657,0.81189,0.60826,0.74128,0.66667,0.64604,0.21643,0.78456,0.98016,1.16643,0.84891,2.78064e-05,2.78064e-05,2.78064e-05
98,8366.75,0.76978,1.05393,0.77088,1.20948,0.84597,0.76707,0.80866,0.60745,0.75135,0.6506,0.6368,0.21915,0.78002,0.98151,1.14343,0.84783,2.43937e-05,2.43937e-05,2.43937e-05
99,8450.36,0.76249,1.06014,0.76526,1.20484,0.84115,0.76707,0.80927,0.60603,0.7529,0.64854,0.63323,0.21599,0.78519,0.9837,1.15305,0.8508,2.19535e-05,2.19535e-05,2.19535e-05
100,8534.1,0.76143,1.05488,0.76115,1.20341,0.84974,0.77108,0.81198,0.61052,0.75528,0.64453,0.63787,0.21904,0.78447,0.982,1.15551,0.85189,2.04885e-05,2.04885e-05,2.04885e-05
